Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2015,2015 Annual,Insufficient Sleep - Ages 65+,Iowa,1,19.1,-1.6,20.8,17.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Kansas,5,21.5,-0.97,22.9,20.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Kentucky,39,27.2,0.52,29.5,24.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Louisiana,17,24.3,-0.24,26.6,22.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Maine,26,25.2,0,27.1,23.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Maryland,47,31.1,1.55,33.4,28.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Massachusetts,42,28,0.73,29.9,26.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Michigan,28,25.3,0.03,27.2,23.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Minnesota,3,20.8,-1.15,22.2,19.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Mississippi,38,27.1,0.5,29.9,24.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Missouri,13,23.6,-0.42,25.9,21.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Montana,10,23.1,-0.55,25.4,20.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Nebraska,8,22.2,-0.79,23.5,20.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Nevada,34,26.2,0.26,29.8,22.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,New Hampshire,30,25.5,0.08,28,23,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,New Jersey,49,32.9,2,35.4,30.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,New Mexico,28,25.3,0.03,27.6,23,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,New York,48,31.6,1.68,34.2,29,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,North Carolina,18,24.4,-0.21,26.5,22.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,North Dakota,5,21.5,-0.97,23.6,19.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Ohio,33,26,0.21,28.1,24,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Oklahoma,26,25.2,0,27.1,23.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Oregon,10,23.1,-0.55,25.3,20.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Pennsylvania,40,27.4,0.58,29.3,25.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Rhode Island,45,28.8,0.94,31.2,26.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,South Carolina,24,25,-0.05,26.7,23.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,South Dakota,2,20.1,-1.34,22.7,17.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Tennessee,21,24.5,-0.18,27,22.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Texas,18,24.4,-0.21,26.6,22.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Utah,12,23.4,-0.47,25.2,21.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Vermont,23,24.7,-0.13,27,22.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Virginia,22,24.6,-0.16,26.7,22.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Washington,18,24.4,-0.21,26.3,22.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,West Virginia,35,26.4,0.31,28.6,24.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Wisconsin,4,21.4,-1,23.9,18.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Wyoming,14,23.7,-0.39,25.9,21.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,United States,,25.2,,26.8,25.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,District of Columbia,,26.8,,29.9,23.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Alabama,0,54.6,0,70.6,38.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Alaska,0,37.3,0,42.9,31.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Arizona,0,25,0,31.5,18.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Arkansas,0,55.2,0,72.8,37.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,California,0,42.9,0,57,28.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Colorado,0,31.4,0,41.7,21.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Connecticut,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Delaware,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Florida,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Georgia,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Hawaii,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Idaho,0,38.6,0,54.5,22.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Illinois,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Indiana,0,38.8,0,51.9,25.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Iowa,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Kansas,0,43.9,0,53.5,34.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Kentucky,0,34.4,0,50.3,18.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Louisiana,0,34.8,0,48.8,20.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Maine,0,55.4,0,67.3,43.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Maryland,0,52.9,0,68.8,37,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Massachusetts,0,46.7,0,64,29.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Michigan,0,44,0,59.9,28.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Minnesota,0,35.4,0,43.3,27.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Mississippi,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Missouri,0,47.7,0,66.9,28.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Montana,0,37.1,0,44,30.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Nebraska,0,39.8,0,52.3,27.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Nevada,0,39,0,55,23.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,New Hampshire,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,New Jersey,0,43.9,0,62.2,25.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,New Mexico,0,32.8,0,37.4,28.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,New York,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,North Carolina,0,40.2,0,51.3,29.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,North Dakota,0,41.2,0,51.8,30.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Ohio,0,53.4,0,79.5,27.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Oklahoma,0,39.4,0,44.3,34.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Oregon,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Pennsylvania,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Rhode Island,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,South Carolina,0,44.6,0,57.5,31.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,South Dakota,0,27.7,0,34.1,21.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Tennessee,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Texas,0,42.7,0,58.7,26.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Utah,0,34.5,0,45.4,23.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Vermont,0,47.7,0,63.4,32,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Virginia,0,47.8,0,63.5,32.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Washington,0,39.2,0,50.7,27.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,West Virginia,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Wisconsin,0,53.1,0,69.7,36.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,Wyoming,0,51.3,0,68.7,33.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,United States,,41.2,,43.4,38.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - American Indian/Alaska Native,District of Columbia,,,,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Alabama,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Alaska,0,40.5,0,54.2,26.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Arizona,0,32.8,0,41.5,24.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Arkansas,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,California,0,39.3,0,44.2,34.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Colorado,0,25.5,0,32.6,18.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Connecticut,0,35,0,45.4,24.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Delaware,0,20.2,0,30.5,10,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Florida,0,39.8,0,48.9,30.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Georgia,0,30.1,0,42.4,17.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Hawaii,0,51.3,0,54.1,48.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Idaho,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Illinois,0,37.2,0,47.7,26.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Indiana,0,32,0,41.6,22.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Iowa,0,28.5,0,42.5,14.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Kansas,0,27.7,0,36,19.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Kentucky,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Louisiana,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Maine,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Maryland,0,33.2,0,41.1,25.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Massachusetts,0,30.8,0,37.2,24.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Michigan,0,36.4,0,46,26.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Minnesota,0,33.9,0,40.3,27.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Mississippi,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Missouri,0,20.2,0,32.3,8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Montana,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Nebraska,0,34.5,0,47.1,21.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Nevada,0,33.8,0,46.5,21.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,New Hampshire,0,36.2,0,54.1,18.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,New Jersey,0,36.1,0,42,30.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,New Mexico,0,24.3,0,41.6,7.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,New York,0,39,0,45.8,32.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,North Carolina,0,30.4,0,42.1,18.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,North Dakota,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Ohio,0,34.6,0,47.4,21.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Oklahoma,0,23,0,33.5,12.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Oregon,0,40.5,0,53.5,27.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Pennsylvania,0,36,0,48.8,23.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Rhode Island,0,47.1,0,62.2,32,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,South Carolina,0,43.6,0,58.5,28.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,South Dakota,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Tennessee,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Texas,0,32.1,0,40,24.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Utah,0,25.9,0,33.1,18.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Vermont,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Virginia,0,27.1,0,34.3,19.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Washington,0,35.8,0,42.4,29.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,West Virginia,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Wisconsin,0,23,0,34.8,11.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,Wyoming,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,United States,,33.8,,38.9,34.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Asian,District of Columbia,,32,,47.2,16.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Black,Alabama,0,45.3,0,48.5,42.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Black,Alaska,0,73.6,0,87.3,59.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Black,Arizona,0,51,0,58.3,43.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Black,Arkansas,0,39.2,0,44.9,33.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Black,California,0,48.9,0,54.4,43.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Black,Colorado,0,48.3,0,55,41.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Black,Connecticut,0,42.9,0,48.3,37.5,"CDC, Behavioral Risk Factor Surveillance System",2014
